synthetic,t_decision,t_exec,ticker,event,side,limit_px,edge_c,tau_s,touch_age_s,ext_move_1s,attempt_ct,contracts,avg_px,fee_c,F_decision,settle,net_settle_c,net_1s_c,net_5s_c,net_10s_c,net_60s_c
True,1790251874500000000,1790251874537195850,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.45,0.146509,225.5,0.38,-8.51243,10,10,0.46,1.7388,0.392709,1,-55.7388,-4.68051,-20.0785,-11.2254,-13.0291
True,1790251875500000000,1790251875532631718,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.46,1.01692,224.5,0.08,15.1059,10,8,0.46,1.7388,0.489417,1,52.2612,6.17125,14.126,11.0828,-0.385059
True,1790251876000000000,1790251876069495813,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.46,2.56723,224,0.08,14.3351,10,0,,,0.504836,1,,,,,
True,1790251877500000000,1790251877555712801,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.52,0.0278422,222.5,0.58,0.386751,10,10,0.52,1.7472,0.559444,1,46.2528,1.63611,4.24188,2.81928,-1.75899
True,1790251879000000000,1790251879044976903,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.55,0.286023,221,0.18,15.2189,10,1,0.55,1.7325,0.609619,1,43.2675,2.58344,-8.48653,-4.78366,-4.63443
True,1790251879500000000,1790251879548401388,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.56,1.54577,220.5,0.28,19.6295,10,10,0.56,1.7248,0.643394,1,42.2752,4.14013,-2.23814,-7.04761,-1.49805
True,1790251883500000000,1790251883558490391,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.54,2.16178,216.5,0.08,-17.1865,10,10,0.54,1.7388,0.500846,1,-47.7388,-3.22549,0.737413,5.19387,-1.57976
True,1790251885000000000,1790251885044994962,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.51,1.14166,215,0.08,10.2033,9,0,,,0.56144,1,,,,,
True,1790251888500000000,1790251888528857096,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.57,3.49293,211.5,0.38,-5.56832,10,1,0.57,1.7157,0.515237,1,-44.7157,4.60712,8.21692,25.4391,-13.8129
True,1790251890500000000,1790251890529678082,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.51,0.212663,209.5,0.08,14.2321,10,10,0.51,1.7493,0.546917,1,47.2507,-0.773056,-16.5786,-28.6919,22.046
True,1790251892500000000,1790251892556687588,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.5,0.281605,207.5,0.18,-8.55986,10,10,0.5,1.75,0.467757,1,-51.75,1.18267,16.9523,16.6062,-23.931
True,1790251894250000000,1790251894282000855,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.47,1.12371,205.75,0.03,-13.4965,3,3,0.47,1.7437,0.407594,1,-54.7437,7.79177,20.8843,12.9455,-25.6046
True,1790251895000000000,1790251895047570788,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.45,2.916,205,0.18,-16.6117,10,10,0.45,1.7325,0.350225,1,-56.7325,10.4165,16.1065,14.8819,-32.8389
True,1790251899250000000,1790251899284092389,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.36,1.78238,200.75,0.03,-14.328,7,7,0.36,1.6128,0.243723,1,-65.6128,7.1979,2.07641,15.6343,-43.7619
True,1790251909250000000,1790251909325251199,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.3,0.653396,190.75,0.03,-23.1439,6,0,,,0.187533,1,,,,,
True,1790251909750000000,1790251909818702131,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.3,0.0225432,190.25,0.13,8.9665,10,10,0.3,1.47,0.194329,1,-71.47,0.72859,5.85613,-3.35353,-55.4293
True,1790251914250000000,1790251914275513585,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.36,1.51706,185.75,0.03,-16.6931,10,10,0.36,1.6128,0.24603,1,-65.6128,13.2251,0.126208,4.3488,-47.5959
True,1790251915000000000,1790251915077935517,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.34,0.22216,185,0.08,-11.0266,10,10,0.34,1.5708,0.237485,1,-67.5708,8.19734,2.75183,0.380495,-53.18
True,1790251929250000000,1790251929299389391,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.48,1.19036,170.75,0.13,7.80314,10,10,0.48,1.7472,0.515038,1,50.2528,-4.91529,7.23095,5.65689,42.0065
True,1790251932250000000,1790251932297177474,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.47,4.55492,167.75,0.03,14.2977,10,10,0.47,1.7437,0.552758,1,51.2563,10.2136,4.33286,0.320752,40.368
True,1790251935500000000,1790251935538135915,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.53,2.90663,164.5,0.18,-13.2666,10,0,,,0.473538,1,,,,,
True,1790251940000000000,1790251940068334674,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.53,2.0701,160,0.08,13.682,10,10,0.53,1.7437,0.608016,1,45.2563,-1.2363,8.0942,19.285,20.309
True,1790251941250000000,1790251941273002367,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.57,1.9604,158.75,0.03,-1.26148,10,10,0.57,1.7157,0.528288,1,-44.7157,6.21983,-4.45248,-15.3124,-21.9123
True,1790251944000000000,1790251944056669062,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.52,0.934087,156,0.38,-6.35866,10,0,,,0.57471,1,,,,,
True,1790251944500000000,1790251944551526746,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.55,0.055623,155.5,0.28,20.9565,10,10,0.55,1.7325,0.607543,1,43.2675,3.68924,10.7392,17.8358,11.4734
True,1790251945000000000,1790251945037990206,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.53,2.06875,155,0.08,8.12632,10,0,,,0.607994,1,,,,,
True,1790251948250000000,1790251948312375451,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.55,3.06587,151.75,0.03,12.3365,10,10,0.55,1.7325,0.653095,1,43.2675,12.7055,14.4456,22.9716,22.6099
True,1790251950500000000,1790251950530257724,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.64,1.01285,149.5,0.08,13.1567,3,3,0.64,1.6128,0.747949,1,34.3872,4.86678,7.50298,13.1414,14.7464
True,1790251957750000000,1790251957803184595,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.67,2.22166,142.25,0.03,17.583,10,10,0.67,1.5477,0.798253,1,31.4523,11.8395,9.71409,14.2649,5.49119
True,1790251959750000000,1790251959815484584,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.73,0.363544,140.25,0.13,13.7643,10,10,0.73,1.3797,0.840628,1,25.6203,3.67232,13.777,9.57961,-1.29987
True,1790251963000000000,1790251963058812709,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.71,0.798474,137,0.08,15.4654,10,1,0.71,1.4413,0.825381,1,27.5587,14.293,12.4308,11.5087,10.4797
True,1790251963750000000,1790251963788965636,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.72,0.860365,136.25,0.03,0.263332,2,2,0.72,1.4112,0.835917,1,26.5888,14.7452,11.5653,11.5351,7.51222
True,1790251964500000000,1790251964539445164,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.78,0.0687511,135.5,0.08,13.5989,2,0,,,0.881871,1,,,,,
True,1790251965000000000,1790251965068696215,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.77,1.77345,135,0.18,4.58627,10,0,,,0.888138,1,,,,,
True,1790251976000000000,1790251976039494290,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.75,0.127801,124,0.38,5.36024,10,0,,,0.857177,1,,,,,
True,1790251983500000000,1790251983548712998,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.73,0.571795,116.5,0.08,14.8008,10,10,0.73,1.3797,0.842769,1,25.6203,14.3048,15.8059,9.90752,25.2654
True,1790251984250000000,1790251984274255933,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.73,5.80458,115.75,0.03,19.5538,10,10,0.73,1.3797,0.889397,1,25.6203,14.6692,17.374,6.11614,25.2267
True,1790251986250000000,1790251986325806833,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.84,0.0970909,113.75,0.33,4.41758,10,10,0.84,0.9408,0.924476,1,15.0592,5.55332,6.36231,-3.31482,14.5186
True,1790252001750000000,1790252001789795983,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.67,1.03346,98.25,0.13,10.545,10,10,0.67,1.5477,0.785103,1,31.4523,4.1367,7.04631,6.68084,30.0186
True,1790252007000000000,1790252007054866347,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.67,2.77929,93,0.08,10.7669,10,10,0.67,1.5477,0.805542,1,31.4523,8.33762,7.97483,13.3227,29.0095
True,1790252012500000000,1790252012583339036,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.69,0.338876,87.5,0.18,5.44055,10,10,0.69,1.4973,0.799881,1,29.5027,8.51237,1.80848,16.0105,9.12291
True,1790252020250000000,1790252020337025449,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.66,4.53177,79.75,0.03,18.1933,10,10,0.66,1.5708,0.814159,1,32.4292,14.5443,12.0587,26.7138,31.0282
True,1790252028250000000,1790252028280618632,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.72,12.1463,71.75,0.03,22.3041,10,10,0.72,1.4112,0.928924,1,26.5888,18.1404,24.35,24.9653,26.5415
True,1790252032500000000,1790252032575775172,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.9,0.439154,67.5,0.08,9.1574,10,10,0.9,0.63,0.959496,1,9.37,7.3998,7.15183,8.77704,9.36703
True,1790252033250000000,1790252033317234330,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.94,0.893853,66.75,0.03,21.6884,10,10,0.94,0.3948,0.977612,1,5.6052,3.90225,3.98166,5.21298,5.60343
True,1790252054500000000,1790252054549032681,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.98,0.553725,45.5,3.58,-20.7623,1,1,0.98,0.1372,0.959185,1,-2.1372,1.33691,0.0869828,-0.706621,-2.1372
True,1790252070000000000,1790252070042265671,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.93,1.89763,30,0.18,-11.3708,10,0,,,0.878351,1,,,,,
True,1790252070500000000,1790252070542604750,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.9,1.97268,29.5,0.08,-11.8569,10,0,,,0.842554,1,,,,,
True,1790252073000000000,1790252073045946131,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.8,7.4846,27,0.08,0.177915,10,10,0.8,1.12,0.68766,1,-21.12,-10.4013,-18.7009,-20.927,-21.12
True,1790252073250000000,1790252073299244853,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.79,0.893166,26.75,0.03,3.40207,10,10,0.79,1.1613,0.903435,1,19.8387,3.37164,17.9496,19.6505,19.8387
True,1790252073750000000,1790252073778186902,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.76,3.06308,26.25,0.13,6.95501,10,10,0.76,1.2768,0.89956,1,22.7232,5.71872,19.8365,22.5213,22.7232
True,1790252075500000000,1790252075533902810,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.79,1.06043,24.5,0.08,11.8467,10,10,0.79,1.1613,0.905864,1,19.8387,15.8844,18.7341,19.534,19.8387
True,1790252078250000000,1790252078299799171,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,1,0.94,0.905198,21.75,0.03,-3.96733,10,10,0.94,0.3948,0.980071,1,5.6052,2.32777,5.41698,5.5579,5.6052
True,1790252517250000000,1790252517280637917,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.58,0.33423,482.75,0.03,17.2627,10,10,0.58,1.7052,0.64928,1,40.2948,3.60309,5.63599,7.95389,10.5015
True,1790252523750000000,1790252523812325539,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.62,0.00818066,476.25,0.13,5.4865,10,10,0.62,1.6492,0.699434,1,36.3508,2.51177,1.99209,0.934722,12.3866
True,1790252571000000000,1790252571046668187,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.62,0.146338,429,0.38,12.8777,10,10,0.62,1.6492,0.701904,1,36.3508,2.73926,5.74848,14.8029,17.7173
True,1790252594500000000,1790252594582130992,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.68,0.281923,405.5,0.28,14.8053,10,0,,,0.777951,1,,,,,
True,1790252595250000000,1790252595329878840,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.7,0.0464119,404.75,0.33,8.67906,10,10,0.7,1.47,0.79756,1,28.53,7.36937,1.862,5.89084,10.1414
True,1790252601750000000,1790252601808412209,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.68,0.0901033,398.25,0.63,7.18347,10,10,0.68,1.5232,0.775825,1,30.4768,9.61486,8.34205,9.56698,16.5667
True,1790252625750000000,1790252625771491767,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.19,2.33274,374.25,0.13,-18.8739,10,10,0.19,1.0773,0.0846279,0,17.9227,9.35709,7.26379,5.23838,3.91706
True,1790252626500000000,1790252626554256518,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.16,0.174085,373.5,0.48,-3.53725,10,10,0.16,0.9408,0.0797446,0,15.0592,4.43448,3.71409,4.19357,1.48588
True,1790252627750000000,1790252627802873520,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.7,0.635098,372.25,0.23,10.8994,10,10,0.7,1.47,0.804625,1,28.53,8.09576,10.6534,8.64406,18.2341
True,1790252637250000000,1790252637287963745,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.19,0.00520796,362.75,0.53,-7.87038,10,10,0.19,1.0773,0.101782,0,17.9227,8.67561,8.22698,11.5059,9.4613
True,1790252640250000000,1790252640298249793,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.74,0.0926386,359.75,0.43,6.07122,10,10,0.74,1.3468,0.839632,1,24.6532,6.28807,-1.15364,0.476487,12.9451
True,1790252644750000000,1790252644794977439,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.15,0.390279,355.25,0.03,-12.3251,10,10,0.15,0.8925,0.0718018,0,14.1075,7.26643,8.26899,4.84898,6.70412
True,1790252647750000000,1790252647790645077,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,0.419563,352.25,0.23,-10.5282,10,10,0.13,0.7917,0.0597993,0,12.2083,6.47167,4.62415,0.20155,6.88327
True,1790252650500000000,1790252650544291058,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.66,1.25084,349.5,0.08,16.8028,10,10,0.66,1.5708,0.767114,1,32.4292,10.9063,14.5566,18.3332,15.4474
True,1790252651250000000,1790252651268061037,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.68,1.28718,348.75,0.23,5.95377,10,10,0.68,1.5232,0.790423,1,30.4768,8.98237,13.2014,16.4654,15.7251
True,1790252651750000000,1790252651792985400,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.69,0.439508,348.25,0.33,12.545,10,10,0.69,1.4973,0.791923,1,29.5027,7.56317,12.7303,15.5923,16.3036
True,1790252652500000000,1790252652569084256,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.69,0.674078,347.5,1.08,3.0626,10,10,0.69,1.4973,0.794568,1,29.5027,10.2435,16.4268,16.262,17.999
True,1790252654250000000,1790252654275256799,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.73,0.562975,345.75,0.23,8.68622,10,10,0.73,1.3797,0.834872,1,25.6203,7.23077,12.3269,13.5923,15.5632
True,1790252657500000000,1790252657575082848,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.77,0.323573,342.5,0.28,15.8857,3,3,0.77,1.2397,0.86923,1,21.7603,6.18271,8.51969,12.9119,12.1956
True,1790252665250000000,1790252665306059584,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.79,0.514034,334.75,0.23,12.1102,10,10,0.79,1.1613,0.887312,1,19.8387,10.1269,11.755,13.9149,9.34037
True,1790252667000000000,1790252667049799065,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.82,0.258423,333,1.08,5.68975,10,10,0.82,1.0332,0.907728,1,16.9668,9.16817,10.4399,11.1776,5.41705
True,1790252668000000000,1790252668030661161,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.84,0.374583,332,0.68,17.4119,10,10,0.84,0.9408,0.922007,1,15.0592,7.82783,9.37017,9.11908,5.57424
True,1790252670500000000,1790252670532376984,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.28,1.20945,329.5,0.28,-13.3962,10,10,0.28,1.4112,0.168116,0,26.5888,6.33537,1.083,5.0407,19.6763
True,1790252671750000000,1790252671783645346,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.86,0.13023,328.25,0.13,10.3981,10,10,0.86,0.8428,0.932804,1,13.1572,7.79272,7.83878,6.79912,0.949115
True,1790252672750000000,1790252672768804990,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.87,1.45502,327.25,0.03,12.7442,10,10,0.87,0.7917,0.946352,1,12.2083,6.46446,6.31386,4.73807,0.228827
True,1790252673250000000,1790252673286589390,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.88,0.527638,326.75,0.33,2.42519,10,10,0.88,0.7392,0.946434,1,11.2608,5.38549,5.64039,2.15039,-0.983172
True,1790252676250000000,1790252676295344200,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.89,0.934605,323.75,0.53,7.30885,10,10,0.89,0.6853,0.953855,1,10.3147,4.97611,4.40391,0.725927,-3.22192
True,1790252680750000000,1790252680827446518,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.31,0.416052,319.25,0.73,-7.84839,10,10,0.31,1.4973,0.207878,0,29.5027,8.15094,15.498,17.5627,25.9551
True,1790252682750000000,1790252682821170499,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.29,0.863785,317.25,0.13,-10.9337,10,10,0.29,1.4413,0.181557,0,27.5587,12.4562,14.8291,15.8861,23.1015
True,1790252684500000000,1790252684527299669,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.25,0.299482,315.5,0.48,-1.43884,6,6,0.25,1.3125,0.148321,0,23.6875,8.64852,9.13006,14.0561,20.2975
True,1790252689000000000,1790252689038113756,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.83,0.0088666,311,0.18,8.7725,7,7,0.83,0.9877,0.913057,1,16.0123,6.65655,3.77465,3.1599,-3.67241
True,1790252690500000000,1790252690516145988,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.22,0.550101,309.5,0.08,-12.8966,10,10,0.22,1.2012,0.120041,0,20.7988,7.63575,10.8506,12.5048,17.8173
True,1790252693500000000,1790252693559831098,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,0.569048,306.5,0.68,-7.69455,10,0,,,0.104208,0,,,,,
True,1790252694250000000,1790252694282878573,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.19,0.600295,305.75,0.13,-11.1268,7,7,0.19,1.0773,0.0966285,0,17.9227,8.03246,8.77952,10.101,13.8765
True,1790252695000000000,1790252695077446551,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,0.134684,305,0.58,0.392338,10,10,0.18,1.0332,0.0928883,0,16.9668,7.81975,7.91062,9.76195,13.5021
True,1790252695750000000,1790252695795963951,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,0.0127452,304.25,1.33,-5.39321,10,10,0.18,1.0332,0.0938077,0,16.9668,7.96478,8.97904,9.36495,12.7228
True,1790252699750000000,1790252699798506373,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.78,0.474086,300.25,1.23,2.71987,10,10,0.78,1.2012,0.879465,1,20.7988,6.97553,6.37374,3.4228,8.55248
True,1790252700250000000,1790252700277461946,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.78,0.889575,299.75,1.73,-2.02194,10,10,0.78,1.2012,0.882914,1,20.7988,6.96194,5.5723,4.18179,10.7578
True,1790252701000000000,1790252701015730795,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.17,0.609047,299,0.08,-6.3176,10,10,0.17,0.9877,0.0825869,0,16.0123,7.44894,8.83773,9.43088,10.6299
True,1790252702750000000,1790252702827788724,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.78,0.873521,297.25,0.23,4.25014,7,7,0.78,1.2012,0.882939,1,20.7988,8.31677,1.33133,9.85653,8.99727
True,1790252704250000000,1790252704287204308,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.17,1.24479,295.75,0.23,-12.2494,10,10,0.17,0.9877,0.0782203,0,16.0123,9.03587,10.2899,6.21261,11.4046
True,1790252705250000000,1790252705319705768,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.15,0.626243,294.75,0.23,0.170241,10,10,0.15,0.8925,0.0697677,0,14.1075,7.36601,7.98382,3.51281,9.21975
True,1790252706000000000,1790252706049658549,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.15,0.303553,294,0.98,1.84932,10,10,0.15,0.8925,0.0717472,0,14.1075,7.92158,7.52638,3.93698,9.69119
True,1790252707500000000,1790252707532527969,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.13,1.07555,292.5,1.08,-15.7419,1,1,0.13,0.7917,0.0555274,0,12.2083,6.14773,3.50912,2.19445,6.36935
True,1790252710000000000,1790252710046955741,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.74,0.143879,290,0.38,7.5689,2,2,0.74,1.3468,0.841607,1,24.6532,9.26234,14.5891,15.1951,15.7036
True,1790252711250000000,1790252711289934717,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.75,0.307207,288.75,0.93,8.53021,10,10,0.75,1.3125,0.85248,1,23.6875,11.4209,13.3774,14.6438,16.3338
True,1790252711750000000,1790252711786277471,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.75,1.98644,288.25,0.13,7.94539,10,10,0.75,1.3125,0.868003,1,23.6875,12.7447,14.9801,15.6386,16.3998
True,1790252718250000000,1790252718313462393,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,0.49019,281.75,0.03,3.60563,10,10,0.2,1.12,0.104099,0,18.88,8.38967,7.36215,9.27392,12.9544
True,1790252718750000000,1790252718815388916,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.83,0.394448,281.25,0.13,8.47674,2,2,0.83,0.9877,0.916438,1,16.0123,6.95252,7.8804,6.43172,7.11615
True,1790252722000000000,1790252722058795175,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.84,0.0725412,278,0.98,3.40325,9,9,0.84,0.9408,0.920891,1,15.0592,6.60243,2.99723,3.42182,10.0228
True,1790252723250000000,1790252723277749213,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,1,0.84,0.104053,276.75,0.43,5.80821,7,7,0.84,0.9408,0.921062,1,15.0592,5.35866,6.03839,2.81511,10.8601
True,1790252724250000000,1790252724292544329,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.18,0.042601,275.75,0.63,-12.8179,10,10,0.18,1.0332,0.092771,0,16.9668,8.47656,9.47469,10.6401,6.79997
True,1790252724750000000,1790252724809261900,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.2,2.05569,275.25,0.03,-14.721,10,10,0.2,1.12,0.0919641,0,18.88,10.6142,12.5055,12.0936,7.74478
True,1790252726500000000,1790252726530312776,KXBTCD-26SEP241230-T84250,KXBTCD-26SEP241230,-1,0.17,0.89368,273.5,0.78,-4.85069,10,10,0.17,0.9877,0.0799198,0,16.0123,7.15358,9.6968,10.0146,8.66126
