synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c
True,1790251258820000000,KXBTCD-26SEP241215-T85000,KXBTCD-26SEP241215,-1,0.02,3,0,False,0.002729,841.18,1.7271,0,0.2729,0,0,0.06,2,-0,-0.0014,-0.0014,0.0222,0.0155,0.0318,0.0249,synth-52,sim-o53,sim-f11,0,11.3383,-11,0.00272468,7.04638e-06,0.00556555,1.07378e-05,3.69142,0.338344,queue,touch,2,1.04615,C,2
True,1790251275320000000,KXBTCD-26SEP241215-T83000,KXBTCD-26SEP241215,1,0.98,3,0.01,False,0.996628,824.68,1.6628,1,0.3372,0,0,0.05,1.66667,0,0,0.0057,0.0466,0.064,0.0876,0.0123,synth-59,sim-o59,sim-f12,0,23.3477,10,0.996628,0.993198,0.999981,1.41717e-05,-3.49966,0.347659,sweep,touch,4,0.98731,C,98
True,1790251281020000000,KXBTCD-26SEP241215-T83500,KXBTCD-26SEP241215,-1,0.99,4,0.01,False,0.965844,818.98,2.4156,1,-3.4156,0,0,-0.05,-1.25,-0,0.0348,0.0348,-0.1976,-0.1566,-0.9434,1.4483,synth-87,sim-o87,sim-f13,0,2.03473,-5,0.965619,0.931001,0.981913,0.000202881,-1.78093,0.034732,queue,touch,14,0.390925,C,99
True,1790251286020000000,KXBTCD-26SEP241215-T85000,KXBTCD-26SEP241215,-1,0.02,1,0,False,0.002494,813.98,1.7506,0,0.2494,0,0,0.02,2,-0,-0,0.0119,0.015,0.0213,0.0037,0.1155,synth-52,sim-o53,sim-f14,0,38.5434,-14,0.00249405,4.50815e-06,0.00512006,9.99404e-06,3.77404,0.043403,queue,touch,2,1.04615,C,2
True,1790251317320000000,KXBTCD-26SEP241215-T83250,KXBTCD-26SEP241215,1,0.97,5,0.01,False,0.993063,782.68,2.3063,1,0.6937,0,0,0.14,2.8,0,0,0.0126,-0.0566,-0.1438,-0.5225,-1.4317,synth-8,sim-o13,sim-f15,0,102.335,0,0.993063,0.986702,0.999676,3.38538e-05,-2.89976,0.334762,queue,behind,17,0.752167,C,97
True,1790251326320000000,KXBTCD-26SEP241215-T85000,KXBTCD-26SEP241215,-1,0.02,5,0.01,False,0.001933,773.68,1.8067,0,0.1933,0,0,0.09,1.8,-0,-0,0.0147,0.0237,0.0607,0.077,0.0715,synth-96,sim-o96,sim-f16,0,39.8379,-15,0.00193327,1.13643e-06,0.00402052,7.71546e-06,4.01889,0.337943,sweep,touch,46,1.08034,C,2
True,1790251327020000000,KXBTCD-26SEP241215-T83250,KXBTCD-26SEP241215,1,0.98,5,0.01,False,0.991625,772.98,1.1625,1,0.8375,0,0,0.09,1.8,0,0,0.0065,-0.051,-0.3217,-0.3634,-1.7217,synth-127,sim-o127,sim-f17,0,9.53361,5,0.991625,0.984196,0.999403,4.31297e-05,-2.75448,0.0336106,queue,improve,0,0.207436,C,98
True,1790251345320000000,KXBTCD-26SEP241215-T85000,KXBTCD-26SEP241215,-1,0.01,4,0.01,False,0.001284,754.68,0.8716,0,0.1284,0,0,0.03,0.75,-0,-0,-0.0055,0.0027,0.01,0.0447,0.008,synth-138,sim-o138,sim-f18,0,18.8354,-20,0.00128366,8.98882e-08,0.00271966,4.81083e-06,4.43682,0.33543,sweep,improve,0,0.200088,C,1
True,1790251345320000000,KXBTCD-26SEP241215-T85000,KXBTCD-26SEP241215,-1,0.01,1,0,False,0.001284,754.68,0.8716,0,0.1284,0,0,0.01,1,-0,-0,-0.0055,0.0027,0.01,0.0447,0.008,synth-138,sim-o138,sim-f19,0,18.8354,-24,0.00128366,8.98882e-08,0.00271966,4.81083e-06,4.43682,0.33543,sweep,improve,0,0.200088,C,1
True,1790251346520000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,2,0.01,False,0.003787,753.48,1.6213,0,0.3787,0,0,0.03,1.5,-0,0.0353,0.0353,0.0248,0.0566,0.1669,0.0651,synth-133,sim-o133,sim-f20,0,21.5338,0,0.00343674,2.07862e-05,0.00691837,1.54667e-05,3.48412,0.0838291,queue,touch,11,0.461612,C,2
True,1790251347720000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,3,0,False,0.003434,752.28,1.6566,0,0.3434,0,0,0.06,2,-0,-0.0166,-0.0166,0.0038,0.0133,0.1489,0.04,synth-133,sim-o133,sim-f21,0,22.7384,-2,0.00352137,2.31733e-05,0.00707921,1.59263e-05,3.46271,0.238435,queue,touch,11,0.461612,C,2
True,1790251351120000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,1,0.01,False,0.003539,748.88,1.6461,0,0.3539,0,0,0.01,1,-0,-0,0.0143,0.0318,0.0753,0.0539,0.0794,synth-156,sim-o156,sim-f22,0,3.15442,-5,0.00353918,2.36989e-05,0.00711506,1.60598e-05,3.45834,0.154423,queue,touch,41,0.862143,C,2
True,1790251351120000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,4,0,False,0.003539,748.88,1.6461,0,0.3539,0,0,0.08,2,-0,-0,0.0143,0.0318,0.0753,0.0539,0.0794,synth-156,sim-o156,sim-f23,0,3.15442,-6,0.00353918,2.36989e-05,0.00711506,1.60598e-05,3.45834,0.154423,sweep,touch,41,0.862143,C,2
True,1790251400920000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,5,0.01,False,0.003227,699.08,1.6773,0,0.3227,0,0,0.09,1.8,0.0195,0.0195,0.0195,0.0116,0.0452,0.0685,0.0954,synth-182,sim-o182,sim-f24,0,23.4334,-10,0.00295636,1.02944e-05,0.00600431,1.21157e-05,3.62008,0.483367,queue,touch,18,1.1747,C,2
True,1790251511420000000,KXBTCD-26SEP241215-T84250,KXBTCD-26SEP241215,1,0.01,5,0.01,False,0.035205,588.58,2.5205,0,-3.5205,0,0,-0.06,-1.2,-0.3268,-0.3268,-0.3268,-0.4142,-0.5434,-0.4914,-0.72,synth-264,sim-o264,sim-f25,0,5.4306,0,0.0341631,0.0179421,0.0687359,0.000226914,1.78383,0.430605,queue,improve,0,0.180357,C,1
True,1790251535020000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,5,0.01,False,0.002051,564.98,1.7949,0,0.2051,0,0,0.09,1.8,-0,-0,0.007,0.0245,0.0163,0.0356,0.0709,synth-268,sim-o268,sim-f26,0,23.5432,-15,0.00205106,1.45861e-06,0.00423613,9.07623e-06,3.97585,0.0431927,queue,touch,12,1.14965,C,2
True,1790251687620000000,KXBTCD-26SEP241215-T84750,KXBTCD-26SEP241215,-1,0.02,5,0.01,False,0.000722,412.38,1.9278,0,0.0722,0,0,0.09,1.8,-0,-0,0.0034,0.0048,-0.0061,0.0106,0.0233,synth-323,sim-o323,sim-f27,0,23.6402,-20,0.000722064,4.95072e-10,0.00152978,3.32297e-06,5.19561,0.140225,queue,touch,3,1.40791,C,2
True,1790251824320000000,KXBTCD-26SEP241215-T83250,KXBTCD-26SEP241215,1,0.99,2.5,0.005,False,0.998999,275.68,0.8999,1,0.1001,0,0,0.02,0.8,0,0,-0.003,-0.0223,0.0027,0.0499,0.0697,synth-341,sim-o341,sim-f28,0,23.834,10,0.998999,0.997939,1,6.35429e-06,-4.89866,0.333962,sweep,improve,0,0.399107,C,99
True,1790251894020000000,KXBTCD-26SEP241215-T84000,KXBTCD-26SEP241215,-1,0.5,3,0.02,False,0.452854,205.98,4.7146,1,-54.7146,0,0,-1.52,-50.6667,-0,9.0028,10.2629,16.2207,17.1881,14.0877,-21.0234,synth-385,sim-o385,sim-f29,0,0.541357,-5,0.452854,0.444642,0.470287,0.00488432,0.0897481,0.0413569,sweep,improve,0,0.678738,C,50
True,1790252124320000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,2,0.01,False,0.00304,875.68,1.696,0,0.304,0,0,0.03,1.5,-0,-0,-0.003,-0.0081,-0.0153,-0.0478,0.0177,synth-414,sim-o419,sim-f30,0,9.35289,0,0.00303992,1.19823e-05,0.00617276,1.26346e-05,3.59107,0.352888,queue,touch,70,0.964353,C,2
True,1790252125920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,2,0.01,False,0.997837,874.08,1.7837,1,0.2163,0,0,0.03,1.5,0.0066,0.0066,0.0066,0.0135,0.0216,0.0432,0.0666,synth-409,sim-o421,sim-f31,0,10.9348,0,0.997851,0.995554,0.999998,8.39349e-06,-3.91354,0.43482,queue,touch,21,1.13749,C,98
True,1790252125920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,1,0,False,0.997837,874.08,1.7837,1,0.2163,0,0,0.02,2,0.0066,0.0066,0.0066,0.0135,0.0216,0.0432,0.0666,synth-409,sim-o421,sim-f32,0,10.9406,2,0.997851,0.995554,0.999998,8.39349e-06,-3.91354,0.440583,sweep,touch,21,1.13749,C,98
True,1790252128220000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,2,0,False,0.998,871.78,1.8,1,0.2,0,0,0.04,2,0,0,-0.0089,0.0075,0.0062,0.0176,0.0348,synth-409,sim-o421,sim-f33,0,13.2278,3,0.998,0.995846,0.999999,7.71844e-06,-3.98303,0.227803,queue,touch,21,1.13749,C,98
True,1790252134820000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.998004,865.18,1.8004,1,0.1996,0,0,0.09,1.8,0,0.0049,0.0049,0.0072,0.0269,0.028,0.0305,synth-436,sim-o438,sim-f34,0,6.35131,5,0.998052,0.99595,0.999999,7.51167e-06,-4.00891,0.351305,queue,touch,35,1.16555,C,98
True,1790252146420000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.995456,853.58,1.5456,1,0.4544,0,0,0.09,1.8,0,0,-0.0018,-0.007,-0.0487,-0.058,-0.0258,synth-410,sim-o415,sim-f35,0,31.4408,0,0.995456,0.991009,0.999932,2.05307e-05,-3.24201,0.440837,queue,touch,8,0.338088,C,98
True,1790252164620000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,1,0.01,False,0.995018,835.38,1.5018,1,0.4982,0,0,0.01,1,0,0.0048,0.0048,0.0092,0.0488,-0.0032,0.01,synth-452,sim-o452,sim-f36,0,18.1285,5,0.9951,0.990358,0.999908,2.29236e-05,-3.17923,0.128518,queue,touch,142,0.68777,C,98
True,1790252170220000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,3,0,False,0.003128,829.78,1.6872,0,0.3128,0,0,0.06,2,-0,-0,0.0092,0.0345,0.0553,0.0875,0.0859,synth-414,sim-o419,sim-f37,0,55.2386,-2,0.0031276,1.362e-05,0.00633793,1.35762e-05,3.56648,0.238612,queue,touch,70,0.964353,C,2
True,1790252192620000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0.01,False,0.002563,807.38,1.7437,0,0.2563,0,0,0.01,1,-0,0.0106,0.0106,0.0237,0.0327,0.0498,0.0564,synth-457,sim-o457,sim-f38,0,22.1305,-5,0.00254445,4.98418e-06,0.00521523,1.08101e-05,3.75554,0.130509,queue,touch,1,0.969494,C,2
True,1790252192620000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,4,0,False,0.002563,807.38,1.7437,0,0.2563,0,0,0.08,2,-0,0.0106,0.0106,0.0237,0.0327,0.0498,0.0564,synth-457,sim-o457,sim-f39,0,22.1341,-6,0.00254445,4.98418e-06,0.00521523,1.08101e-05,3.75554,0.134149,sweep,touch,1,0.969494,C,2
True,1790252212220000000,KXBTCD-26SEP241230-T84000,KXBTCD-26SEP241230,-1,0.58,3,0.02,False,0.541793,787.78,3.8207,1,-45.8207,0,0,-1.28,-42.6667,-0,-1.0009,-1.0009,-2.6629,-1.9515,-11.4876,-8.3245,synth-489,sim-o489,sim-f40,0,0.232348,0,0.541793,0.527796,0.549115,0.00199319,-0.0837228,0.232348,queue,improve,0,2.16786,C,58
True,1790252245620000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,5,0.01,False,0.002208,754.38,1.7792,0,0.2208,0,0,0.09,1.8,-0,0.015,0.015,0.0228,0.0189,0.0327,-0.0199,synth-471,sim-o471,sim-f41,0,52.6277,-10,0.00212407,1.91225e-06,0.00439381,9.13996e-06,3.928,0.127681,queue,touch,174,1.0892,C,2
True,1790252251520000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,4,0,False,0.995929,748.48,1.5929,1,0.4071,0,0,0.08,2,0,-0.0151,-0.0151,0.0106,-0.012,0.0547,0.1963,synth-452,sim-o452,sim-f42,0,105.044,6,0.995843,0.991733,0.999953,2.02693e-05,-3.31904,0.0436546,queue,touch,142,0.68777,C,98
True,1790252252920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.998602,747.08,1.8602,1,0.1398,0,0,0.09,1.8,0.0013,0.0013,0.0013,0.0095,0.0075,0.0271,0.0657,synth-445,sim-o445,sim-f43,0,113.478,10,0.998621,0.997088,1,5.50335e-06,-4.36141,0.427774,queue,touch,2,1.22111,C,98
True,1790252262320000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,2,0.01,False,0.001903,737.68,1.8097,0,0.1903,0,0,0.03,1.5,-0,-0.0076,-0.0076,-0.0125,-0.011,-0.0302,-0.0535,synth-522,sim-o522,sim-f44,0,12.8571,-15,0.00195711,1.21044e-06,0.00406612,8.39842e-06,4.00799,0.357135,queue,touch,7,1.19086,C,2
True,1790252278120000000,KXBTCD-26SEP241230-T84750,KXBTCD-26SEP241230,-1,0.02,3,0.01,False,0.00614,721.88,1.386,0,0.614,0,0,0.05,1.66667,-0,0.0202,0.0202,-0.0076,-0.1156,-0.3483,-0.1893,synth-520,sim-o520,sim-f45,0,29.1459,0,0.00615041,0.000212755,0.0118971,3.27125e-05,2.99556,0.145868,queue,touch,3,0.325854,C,2
True,1790252278920000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,1,0.01,False,0.998698,721.08,1.8698,1,0.1302,0,0,0.01,1,0,0,0.0027,0.0186,0.0339,0.0569,0.0609,synth-524,sim-o524,sim-f46,0,25.9312,15,0.998698,0.997245,1,5.24021e-06,-4.42324,0.431223,queue,touch,20,1.30054,C,98
True,1790252285120000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.001828,714.88,1.8172,0,0.1828,0,0,0.02,2,-0,-0.0094,-0.0094,-0.0322,-0.048,-0.0677,0.0142,synth-522,sim-o522,sim-f47,0,35.653,-17,0.00187081,9.31914e-07,0.00389472,8.20583e-06,4.05303,0.152953,queue,touch,7,1.19086,C,2
True,1790252296020000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.002224,703.98,1.7776,0,0.2224,0,0,0.02,2,-0,-0.0039,-0.0039,0.0111,-0.0172,0.001,0.0588,synth-522,sim-o522,sim-f48,0,46.5281,-18,0.00231304,3.00106e-06,0.00476336,1.06388e-05,3.84787,0.0281408,queue,touch,7,1.19086,C,2
True,1790252296020000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,1,0,False,0.002224,703.98,1.7776,0,0.2224,0,0,0.02,2,-0,-0.0039,-0.0039,0.0111,-0.0172,0.001,0.0588,synth-522,sim-o522,sim-f49,0,46.5474,-19,0.00231304,3.00106e-06,0.00476336,1.06388e-05,3.84787,0.0474098,sweep,touch,7,1.19086,C,2
True,1790252300020000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.98,4,0,False,0.999073,699.98,1.9073,1,0.0927,0,0,0.08,2,0,0.0033,0.0033,0.0144,0.017,0.0242,0.0216,synth-524,sim-o524,sim-f50,0,47.0339,16,0.999085,0.998036,1,3.54448e-06,-4.80955,0.0339226,queue,touch,20,1.30054,C,98
True,1790252312020000000,KXBTCD-26SEP241230-T83000,KXBTCD-26SEP241230,1,0.99,5,0.01,False,0.999259,687.98,0.9259,1,0.0741,0,0,0.04,0.8,0,0,-0.001,0.0012,0.0044,-0.0058,0.0006,synth-545,sim-o546,sim-f51,0,11.5434,20,0.999259,0.998397,1,2.78032e-06,-5.05395,0.0433827,sweep,improve,0,0.401846,C,99
True,1790252314720000000,KXBTCD-26SEP241230-T85000,KXBTCD-26SEP241230,-1,0.02,5,0.01,False,0.002443,685.28,1.7557,0,0.2443,0,0,0.09,1.8,-0,-0.0062,-0.0062,0.0193,0.0032,0.0807,0.1068,synth-544,sim-o544,sim-f52,0,18.2321,-20,0.00242894,3.86413e-06,0.0049866,1.14424e-05,3.80213,0.232127,queue,improve,0,1.12089,C,2
True,1790252339720000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.997915,660.28,1.7915,1,0.2085,0,0,0.09,1.8,0,-0.0248,-0.0248,-0.0258,-0.0243,-0.0216,0.0536,synth-523,sim-o523,sim-f53,0,87.7666,10,0.99776,0.995382,0.999997,1.06263e-05,-3.87942,0.316601,queue,touch,2,0.749202,C,98
True,1790252344820000000,KXBTCD-26SEP241230-T84750,KXBTCD-26SEP241230,-1,0.03,5,0.01,False,0.005805,655.18,2.4195,0,0.5805,0,0,0.14,2.8,-0,-0.0229,-0.0229,0.0175,0.0089,0.0956,0.0024,synth-542,sim-o543,sim-f54,0,50.3333,-3,0.00604816,0.000199774,0.0117066,3.4569e-05,3.00969,0.333336,queue,behind,21,0.761429,C,3
True,1790252402220000000,KXBTCD-26SEP241230-T83500,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.995085,597.78,1.5085,1,0.4915,0,0,0.09,1.8,0,0,-0.0425,0,0.0028,0.071,-0.0228,synth-593,sim-o594,sim-f55,0,11.7382,0,0.995085,0.990341,0.999908,2.88822e-05,-3.18012,0.238245,queue,touch,5,0.390726,C,98
True,1790252534520000000,KXBTCD-26SEP241230-T83250,KXBTCD-26SEP241230,1,0.98,5,0.01,False,0.999022,465.48,1.9022,1,0.0978,0,0,0.09,1.8,0,-0.0027,-0.0027,0.0134,0.0214,0.0343,0.0428,synth-666,sim-o666,sim-f56,0,17.0242,15,0.999006,0.997905,1,5.17155e-06,-4.78301,0.0241507,queue,touch,12,1.36403,C,98
True,1790253016920000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,3,0.01,False,0.9952,883.08,1.52,1,0.48,0,0,0.05,1.66667,0.0048,0.0048,0.0048,0.0207,-0.001,0.0724,0.1365,synth-804,sim-o809,sim-f57,0,1.93542,0,0.99523,0.990594,0.999917,1.79559e-05,-3.20094,0.435419,sweep,touch,9,0.643126,C,98
True,1790253022120000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,4,0.01,False,0.958917,877.88,3.1083,1,-4.1083,0,0,-0.05,-1.25,-0,-0,-0.0765,0.1728,0.0973,-0.348,-0.5988,synth-818,sim-o818,sim-f58,0,2.63438,0,0.958917,0.917818,0.975226,0.000207434,-1.66943,0.13438,queue,touch,3,1.00264,C,99
True,1790253055820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,3,0.01,False,0.005529,844.18,1.4471,0,0.5529,0,0,0.05,1.66667,-0,0.0142,0.0142,-0.0199,0.0324,0.0392,0.1723,synth-805,sim-o803,sim-f59,0,40.8364,0,0.00539836,0.000133089,0.0105482,2.12944e-05,3.09952,0.336448,queue,touch,13,0.507464,C,2
True,1790253063720000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,2,0,False,0.996101,836.28,1.6101,1,0.3899,0,0,0.04,2,0,-0.0065,-0.0065,0.0484,0.0638,-0.0513,-0.0054,synth-804,sim-o809,sim-f60,0,48.7435,3,0.996026,0.992069,0.999961,1.49843e-05,-3.35607,0.243549,queue,touch,9,0.643126,C,98
True,1790253066720000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,2,0,False,0.005439,833.28,1.4561,0,0.5439,0,0,0.04,2,-0,-0.0293,-0.0293,-0.1132,-0.0273,0.1922,0.157,synth-805,sim-o803,sim-f61,0,51.7409,-3,0.00562751,0.000155136,0.0109615,2.25569e-05,3.06586,0.240865,queue,touch,13,0.507464,C,2
True,1790253090320000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1,0.01,False,0.957531,809.68,3.2469,1,-4.2469,0,0,-0.02,-2,-0,-0.2034,-0.2034,0.8551,1.2207,-0.2167,0.5729,synth-873,sim-o872,sim-f62,0,10.3428,-4,0.957531,0.915131,0.973761,0.00022592,-1.6485,0.342818,queue,improve,0,0.124344,C,99
True,1790253095120000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,5,0.01,False,0.003602,804.88,1.6398,0,0.3602,0,0,0.09,1.8,-0,-0,0.0085,0.0247,-0.0172,0.0134,0.0934,synth-858,sim-o857,sim-f63,0,28.1248,-5,0.00360185,2.57342e-05,0.00723446,1.3659e-05,3.44191,0.124766,queue,touch,26,0.450961,C,2
True,1790253114420000000,KXBTCD-26SEP241245-T83000,KXBTCD-26SEP241245,1,0.98,4,0.01,False,0.995887,785.58,1.5887,1,0.4113,0,0,0.07,1.75,0.0023,0.0023,0.0023,0.0141,0.016,-0.0023,-0.0267,synth-855,sim-o854,sim-f64,0,50.4348,5,0.995869,0.991777,0.999954,1.62625e-05,-3.32376,0.434807,queue,touch,239,0.804014,C,98
True,1790253118520000000,KXBTCD-26SEP241245-T84000,KXBTCD-26SEP241245,1,0.48,3,0.02,False,0.490852,781.48,1.0852,1,50.9148,0,0,1.54,51.3333,0,0.5479,0.5479,-1.9317,2.8447,-8.1143,-9.5727,synth-922,sim-o921,sim-f65,0,1.53323,0,0.490852,0.489239,0.493925,0.00168879,0.018282,0.0332304,sweep,improve,0,0.558083,C,48
True,1790253118620000000,KXBTCD-26SEP241245-T83500,KXBTCD-26SEP241245,-1,0.99,1,0.01,False,0.958956,781.38,3.1044,1,-4.1044,0,0,-0.02,-2,-0,-0,-0.0742,0.0358,-0.517,0.7839,0.682,synth-909,sim-o908,sim-f66,0,16.6429,-5,0.958956,0.917844,0.975238,0.000222415,-1.66961,0.142904,queue,behind,12,0.379219,C,99
True,1790253156820000000,KXBTCD-26SEP241245-T85000,KXBTCD-26SEP241245,-1,0.02,1,0.01,False,0.002513,743.18,1.7487,0,0.2513,0,0,0.01,1,-0,-0.0124,-0.0124,0.0023,0.0053,0.0135,-0.0177,synth-898,sim-o896,sim-f67,0,61.3338,-10,0.00258857,5.39085e-06,0.00529783,9.7769e-06,3.74113,0.333773,queue,touch,115,0.878315,C,2
